LATITUDE,LONGITUDE,BRIGHTNESS,SCAN,TRACK,ACQ_DATE,ACQ_TIME,SATELLITE,INSTRUMENT,CONFIDENCE,VERSION,BRIGHT_T31,FRP,DAYNIGHT,geometry,BACKGROUND_TEMP,TEMP_DIFF,ML_FIRE_CLASS,LAT_GRID,LON_GRID,PERSISTENCE_DAYS,IS_PERSISTENT,FRP_LOG,IS_NIGHT,CONFIDENCE_NUM,FIRE_CLASS,PERSISTENCE_LEVEL
22.41634,69.03932,308.72,0.43,0.38,2026-07-01,2125,SNPP,SNPP,n,2.0NRT,292.17,3.41,N,POINT (69.03932 22.41634),292.17,16.55000000000001,Forest / Wildlife Fire,22.42,69.04,9,1,1.4838746894587547,1,1,Forest / Wildlife Fire,Very High
25.7853,93.43855,330.59,0.41,0.37,2026-07-02,0657,SNPP,SNPP,l,2.0NRT,293.4,3.67,D,POINT (93.43855 25.7853),293.4,37.19,Agricultural Fire,25.79,93.44,1,0,1.541159071680806,0,0,Agricultural Fire,Low
8.99445,78.18112,336.2,0.51,0.41,2026-07-02,0833,SNPP,SNPP,l,2.0NRT,306.94,2.9,D,POINT (78.18112 8.99445),306.94,29.25999999999999,Agricultural Fire,8.99,78.18,1,0,1.3609765531356006,0,0,Agricultural Fire,Low
8.48562,77.61732,335.5,0.47,0.4,2026-07-02,0833,SNPP,SNPP,n,2.0NRT,301.55,1.41,D,POINT (77.61732 8.48562),301.55,33.94999999999999,Agricultural Fire,8.49,77.62,1,0,0.8796267475025635,0,1,Agricultural Fire,Low
8.89112,78.05435,338.97,0.5,0.41,2026-07-02,0833,SNPP,SNPP,n,2.0NRT,304.66,4.29,D,POINT (78.05435 8.89112),304.66,34.31,Agricultural Fire,8.89,78.05,1,0,1.665818245870208,0,1,Agricultural Fire,Low
8.94483,77.8877,344.77,0.49,0.4,2026-07-02,0833,SNPP,SNPP,n,2.0NRT,305.65,6.81,D,POINT (77.8877 8.94483),305.65,39.120000000000005,Agricultural Fire,8.94,77.89,1,0,2.0554049638515948,0,1,Agricultural Fire,Low
9.05894,77.95914,335.51,0.49,0.41,2026-07-02,0833,SNPP,SNPP,l,2.0NRT,305.77,1.47,D,POINT (77.95914 9.05894),305.77,29.74000000000001,Agricultural Fire,9.06,77.96,1,0,0.9042181506398859,0,0,Agricultural Fire,Low
9.143,77.8978,334.33,0.49,0.4,2026-07-02,0833,SNPP,SNPP,l,2.0NRT,306.5,4.16,D,POINT (77.8978 9.143),306.5,27.829999999999984,Agricultural Fire,9.14,77.9,1,0,1.6409365794934714,0,0,Agricultural Fire,Low
9.20474,78.22504,339.4,0.51,0.41,2026-07-02,0833,SNPP,SNPP,n,2.0NRT,304.79,8.47,D,POINT (78.22504 9.20474),304.79,34.60999999999996,Agricultural Fire,9.2,78.23,1,0,2.248128907197987,0,1,Agricultural Fire,Low
9.16039,77.59898,333.9,0.47,0.4,2026-07-02,0833,SNPP,SNPP,n,2.0NRT,303.61,1.0,D,POINT (77.59898 9.16039),303.61,30.289999999999964,Agricultural Fire,9.16,77.6,1,0,0.6931471805599453,0,1,Agricultural Fire,Low
9.39697,78.8005,333.34,0.56,0.43,2026-07-02,0833,SNPP,SNPP,n,2.0NRT,296.03,2.78,D,POINT (78.8005 9.39697),296.03,37.31,Agricultural Fire,9.4,78.8,1,0,1.3297240096314962,0,1,Agricultural Fire,Low
9.3995,78.78979,347.4,0.55,0.43,2026-07-02,0833,SNPP,SNPP,n,2.0NRT,298.73,8.93,D,POINT (78.78979 9.3995),298.73,48.66999999999996,Agricultural Fire,9.4,78.79,1,0,2.295560478057081,0,1,Agricultural Fire,Low
9.43217,78.82144,340.73,0.56,0.43,2026-07-02,0833,SNPP,SNPP,n,2.0NRT,295.52,4.24,D,POINT (78.82144 9.43217),295.52,45.210000000000036,Agricultural Fire,9.43,78.82,1,0,1.6563214983329508,0,1,Agricultural Fire,Low
9.27452,77.49162,336.84,0.47,0.4,2026-07-02,0833,SNPP,SNPP,n,2.0NRT,306.44,4.14,D,POINT (77.49162 9.27452),306.44,30.399999999999977,Agricultural Fire,9.27,77.49,1,0,1.6370530794670737,0,1,Agricultural Fire,Low
9.27389,77.48734,338.01,0.47,0.4,2026-07-02,0833,SNPP,SNPP,n,2.0NRT,304.77,2.15,D,POINT (77.48734 9.27389),304.77,33.24000000000001,Agricultural Fire,9.27,77.49,1,0,1.1474024528375417,0,1,Agricultural Fire,Low
9.27383,77.48819,346.3,0.47,0.4,2026-07-02,0833,SNPP,SNPP,n,2.0NRT,306.04,3.15,D,POINT (77.48819 9.27383),306.04,40.25999999999999,Agricultural Fire,9.27,77.49,1,0,1.423108334242607,0,1,Agricultural Fire,Low
9.41461,77.97253,336.64,0.5,0.41,2026-07-02,0833,SNPP,SNPP,l,2.0NRT,306.97,5.64,D,POINT (77.97253 9.41461),306.97,29.66999999999996,Agricultural Fire,9.41,77.97,1,0,1.8931119634883424,0,0,Agricultural Fire,Low
9.61069,78.82185,338.12,0.56,0.43,2026-07-02,0833,SNPP,SNPP,n,2.0NRT,298.56,6.0,D,POINT (78.82185 9.61069),298.56,39.56,Agricultural Fire,9.61,78.82,1,0,1.9459101490553132,0,1,Agricultural Fire,Low
9.69364,78.76051,340.76,0.56,0.43,2026-07-02,0833,SNPP,SNPP,n,2.0NRT,301.26,4.81,D,POINT (78.76051 9.69364),301.26,39.5,Agricultural Fire,9.69,78.76,1,0,1.7595805708638197,0,1,Agricultural Fire,Low
9.75566,78.91467,337.2,0.57,0.43,2026-07-02,0833,SNPP,SNPP,n,2.0NRT,303.25,4.13,D,POINT (78.91467 9.75566),303.25,33.94999999999999,Agricultural Fire,9.76,78.91,1,0,1.6351056591826783,0,1,Agricultural Fire,Low
9.82791,78.8388,337.68,0.57,0.43,2026-07-02,0833,SNPP,SNPP,n,2.0NRT,303.77,8.97,D,POINT (78.8388 9.82791),303.77,33.910000000000025,Agricultural Fire,9.83,78.84,1,0,2.299580583973747,0,1,Agricultural Fire,Low
9.95157,79.13464,335.19,0.39,0.44,2026-07-02,0833,SNPP,SNPP,n,2.0NRT,297.18,3.44,D,POINT (79.13464 9.95157),297.18,38.00999999999999,Agricultural Fire,9.95,79.13,1,0,1.4906543764441333,0,1,Agricultural Fire,Low
9.85946,78.40601,336.44,0.53,0.42,2026-07-02,0833,SNPP,SNPP,n,2.0NRT,301.11,2.06,D,POINT (78.40601 9.85946),301.11,35.329999999999984,Agricultural Fire,9.86,78.41,1,0,1.1184149159642893,0,1,Agricultural Fire,Low
10.04638,77.95111,330.95,0.51,0.41,2026-07-02,0833,SNPP,SNPP,n,2.0NRT,299.44,2.82,D,POINT (77.95111 10.04638),299.44,31.50999999999999,Other Thermal Anomaly,10.05,77.95,3,1,1.3402504226184837,0,1,Other Thermal Anomaly,Medium
10.74949,78.8392,336.67,0.39,0.44,2026-07-02,0833,SNPP,SNPP,n,2.0NRT,298.89,1.57,D,POINT (78.8392 10.74949),298.89,37.78000000000003,Agricultural Fire,10.75,78.84,1,0,0.9439058989071284,0,1,Agricultural Fire,Low
11.72243,79.21301,349.8,0.42,0.45,2026-07-02,0833,SNPP,SNPP,n,2.0NRT,295.03,7.03,D,POINT (79.21301 11.72243),295.03,54.77000000000004,Agricultural Fire,11.72,79.21,2,0,2.0831845279586703,0,1,Agricultural Fire,Medium
23.10421,72.29321,336.42,0.4,0.37,2026-07-02,0835,SNPP,SNPP,n,2.0NRT,296.06,2.79,D,POINT (72.29321 23.10421),296.06,40.360000000000014,Agricultural Fire,23.1,72.29,1,0,1.332366019094335,0,1,Agricultural Fire,Low
22.92761,70.10812,335.6,0.39,0.36,2026-07-02,0835,SNPP,SNPP,l,2.0NRT,300.66,5.15,D,POINT (70.10812 22.92761),300.66,34.94,Forest / Wildlife Fire,22.93,70.11,13,1,1.8164520818184267,0,0,Forest / Wildlife Fire,Very High
24.36417,71.7751,338.64,0.39,0.36,2026-07-02,0835,SNPP,SNPP,n,2.0NRT,303.14,5.76,D,POINT (71.7751 24.36417),303.14,35.5,Agricultural Fire,24.36,71.78,1,0,1.9110228900548727,0,1,Agricultural Fire,Low
13.87362,79.25925,337.88,0.45,0.47,2026-07-02,0835,SNPP,SNPP,n,2.0NRT,286.57,6.28,D,POINT (79.25925 13.87362),286.57,51.31,Agricultural Fire,13.87,79.26,1,0,1.9851308622085946,0,1,Agricultural Fire,Low
13.87302,79.25466,344.45,0.45,0.47,2026-07-02,0835,SNPP,SNPP,n,2.0NRT,288.39,6.28,D,POINT (79.25466 13.87302),288.39,56.06,Agricultural Fire,13.87,79.25,1,0,1.9851308622085946,0,1,Agricultural Fire,Low
27.55794,71.94834,346.34,0.42,0.37,2026-07-02,0837,SNPP,SNPP,n,2.0NRT,310.17,16.92,D,POINT (71.94834 27.55794),310.17,36.16999999999996,Agricultural Fire,27.56,71.95,1,0,2.8859174075467844,0,1,Agricultural Fire,Low
27.10752,79.03403,330.27,0.32,0.55,2026-07-02,0837,SNPP,SNPP,n,2.0NRT,286.85,1.36,D,POINT (79.03403 27.10752),286.85,43.41999999999996,Agricultural Fire,27.11,79.03,1,0,0.8586616190375187,0,1,Agricultural Fire,Low
27.58303,72.23533,346.84,0.42,0.38,2026-07-02,0837,SNPP,SNPP,n,2.0NRT,309.8,18.41,D,POINT (72.23533 27.58303),309.8,37.039999999999964,Agricultural Fire,27.58,72.24,2,0,2.9657883971809187,0,1,Agricultural Fire,Medium
24.36945,88.0982,304.65,0.32,0.54,2026-07-02,1921,SNPP,SNPP,n,2.0NRT,286.57,1.13,N,POINT (88.0982 24.36945),286.57,18.079999999999984,Agricultural Fire,24.37,88.1,1,0,0.7561219797213337,1,1,Agricultural Fire,Low
24.36762,88.09743,304.55,0.32,0.55,2026-07-02,1921,SNPP,SNPP,n,2.0NRT,286.36,1.44,N,POINT (88.09743 24.36762),286.36,18.189999999999998,Agricultural Fire,24.37,88.1,1,0,0.8919980393051105,1,1,Agricultural Fire,Low
22.3633,87.30022,303.75,0.34,0.56,2026-07-02,1923,SNPP,SNPP,n,2.0NRT,278.02,0.58,N,POINT (87.30022 22.3633),278.02,25.730000000000018,Other Thermal Anomaly,22.36,87.3,15,1,0.4574248470388754,1,1,Other Thermal Anomaly,Very High
22.36433,87.01642,311.96,0.35,0.57,2026-07-02,1923,SNPP,SNPP,n,2.0NRT,276.73,1.77,N,POINT (87.01642 22.36433),276.73,35.22999999999996,Other Thermal Anomaly,22.36,87.02,21,1,1.0188473201992472,1,1,Other Thermal Anomaly,Very High
22.36592,87.01601,312.57,0.35,0.57,2026-07-02,1923,SNPP,SNPP,n,2.0NRT,276.71,1.1,N,POINT (87.01601 22.36592),276.71,35.860000000000014,Other Thermal Anomaly,22.37,87.02,11,1,0.7419373447293773,1,1,Other Thermal Anomaly,Very High
22.36062,87.01534,301.66,0.35,0.57,2026-07-02,1923,SNPP,SNPP,n,2.0NRT,276.61,1.1,N,POINT (87.01534 22.36062),276.61,25.05000000000001,Other Thermal Anomaly,22.36,87.02,21,1,0.7419373447293773,1,1,Other Thermal Anomaly,Very High
22.36883,87.29749,299.78,0.34,0.56,2026-07-02,1923,SNPP,SNPP,n,2.0NRT,275.25,0.58,N,POINT (87.29749 22.36883),275.25,24.529999999999973,Other Thermal Anomaly,22.37,87.3,24,1,0.4574248470388754,1,1,Other Thermal Anomaly,Very High
22.3685,87.30085,301.78,0.34,0.56,2026-07-02,1923,SNPP,SNPP,n,2.0NRT,277.29,0.58,N,POINT (87.30085 22.3685),277.29,24.489999999999952,Other Thermal Anomaly,22.37,87.3,24,1,0.4574248470388754,1,1,Other Thermal Anomaly,Very High
23.31607,70.48669,309.33,0.39,0.36,2026-07-02,2104,SNPP,SNPP,n,2.0NRT,293.32,1.02,N,POINT (70.48669 23.31607),293.32,16.00999999999999,Other Thermal Anomaly,23.32,70.49,6,1,0.7030975114131134,1,1,Other Thermal Anomaly,High
22.92706,69.82315,310.7,0.4,0.37,2026-07-02,2104,SNPP,SNPP,n,2.0NRT,293.48,1.09,N,POINT (69.82315 22.92706),293.48,17.21999999999997,Other Thermal Anomaly,22.93,69.82,7,1,0.7371640659767197,1,1,Other Thermal Anomaly,High
22.93555,69.6967,313.23,0.4,0.37,2026-07-02,2104,SNPP,SNPP,n,2.0NRT,293.73,1.1,N,POINT (69.6967 22.93555),293.73,19.5,Other Thermal Anomaly,22.94,69.7,6,1,0.7419373447293773,1,1,Other Thermal Anomaly,High
22.93216,69.69611,312.79,0.4,0.37,2026-07-02,2104,SNPP,SNPP,n,2.0NRT,293.47,1.1,N,POINT (69.69611 22.93216),293.47,19.319999999999993,Other Thermal Anomaly,22.93,69.7,16,1,0.7419373447293773,1,1,Other Thermal Anomaly,Very High
22.90731,69.69982,315.92,0.4,0.37,2026-07-02,2104,SNPP,SNPP,n,2.0NRT,293.81,1.14,N,POINT (69.69982 22.90731),293.81,22.110000000000014,Other Thermal Anomaly,22.91,69.7,3,1,0.76080582903376,1,1,Other Thermal Anomaly,Medium
22.41779,69.04002,306.71,0.42,0.37,2026-07-02,2104,SNPP,SNPP,n,2.0NRT,284.08,2.14,N,POINT (69.04002 22.41779),284.08,22.629999999999995,Other Thermal Anomaly,22.42,69.04,9,1,1.144222799920162,1,1,Other Thermal Anomaly,Very High
23.12241,70.08499,327.35,0.4,0.37,2026-07-02,2104,SNPP,SNPP,n,2.0NRT,288.95,1.79,N,POINT (70.08499 23.12241),288.95,38.400000000000034,Other Thermal Anomaly,23.12,70.08,4,1,1.0260415958332743,1,1,Other Thermal Anomaly,High
23.82364,85.49327,298.12,0.63,0.72,2026-07-02,2104,SNPP,SNPP,n,2.0NRT,282.1,2.9,N,POINT (85.49327 23.82364),282.1,16.019999999999982,Other Thermal Anomaly,23.82,85.49,3,1,1.3609765531356006,1,1,Other Thermal Anomaly,Medium
22.87402,86.05941,298.88,0.71,0.75,2026-07-02,2104,SNPP,SNPP,n,2.0NRT,271.25,1.82,N,POINT (86.05941 22.87402),271.25,27.629999999999995,Other Thermal Anomaly,22.87,86.06,10,1,1.0367368849500223,1,1,Other Thermal Anomaly,Very High
24.82149,73.0925,309.65,0.39,0.37,2026-07-02,2104,SNPP,SNPP,n,2.0NRT,289.52,1.35,N,POINT (73.0925 24.82149),289.52,20.129999999999995,Other Thermal Anomaly,24.82,73.09,9,1,0.8544153281560676,1,1,Other Thermal Anomaly,Very High
24.69132,73.00446,306.07,0.39,0.36,2026-07-02,2104,SNPP,SNPP,n,2.0NRT,287.14,0.9,N,POINT (73.00446 24.69132),287.14,18.930000000000007,Other Thermal Anomaly,24.69,73.0,12,1,0.6418538861723948,1,1,Other Thermal Anomaly,Very High
28.00307,95.96162,330.7,0.47,0.4,2026-07-03,0637,SNPP,SNPP,l,2.0NRT,297.53,4.32,D,POINT (95.96162 28.00307),297.53,33.170000000000016,Agricultural Fire,28.0,95.96,1,0,1.6714733033535532,0,0,Agricultural Fire,Low
8.75788,78.18386,330.72,0.39,0.36,2026-07-03,0813,SNPP,SNPP,n,2.0NRT,300.05,2.48,D,POINT (78.18386 8.75788),300.05,30.670000000000016,Other Thermal Anomaly,8.76,78.18,10,1,1.247032293786383,0,1,Other Thermal Anomaly,Very High
9.02149,78.28918,334.47,0.39,0.36,2026-07-03,0813,SNPP,SNPP,n,2.0NRT,294.87,6.26,D,POINT (78.28918 9.02149),294.87,39.60000000000002,Agricultural Fire,9.02,78.29,1,0,1.9823798288367047,0,1,Agricultural Fire,Low
